Title,Author,Description,Genres,Rating,Rating-count
Of Mice and Men,John Steinbeck,"The second book in John Steinbeck’s labor trilogy, Of Mice and Men is a touching tale of two migrant laborers in search of work and eventual liberation from their social circumstances. Fiercely devoted to one another, George and Lennie plan to save up to finance their dream of someday owning a small piece of land. The pair seems unstoppable until tragedy strikes and their hopes come crashing down, forcing George to make a difficult decision regarding the welfare of his best friend.The novel is set on a ranch in Soledad, CA. Author Frank Bergon recalls reading Of Mice and Men for the first time as a teenager living in the San Joaquin Valley and remembers how he saw “as if in a jolt of light the ordinary surroundings of [his] life become worthy of literature.” Steinbeck works to propagate the notion that meaningful stories emerge from the marginalized; that even those on the fringes of society can make deserving contributions to the literary canon.Source: http://www.steinbeck.org/about-john/his-works/   Also contained in:    - Cannery Row / Of Mice and Men    - Grapes of Wrath / The Moon is Down / Cannery Row / East of Eden / Of Mice and Men    - Novels and Stories 1932-1937    - Short Novels of John Steinbeck    - Steinbeck    - Steinbeck Pocket BookRead more","['contemporary fiction', 'literary fiction', 'classics', 'Labor Trilogy', 'psychological fiction', 'Male friendship', 'Goal (Psychology)', 'western stories', 'Fiction', 'Vida ranchera', 'Men', 'People with mental disabilities', 'Classic Literature', 'Ranch life', 'Drifters', 'Retrasados mentales', 'Open Library Staff Picks', 'Vaqueros', 'open_syllabus_project', 'Friendship', 'Amistad entre hombres', 'Cowboys', 'Ficción', 'Literary', 'Small Town & Rural', 'Cowhands', 'Farm life', 'Cow-boys', 'Vie rurale', 'Classical literature', 'Roman', 'Amitié masculine', 'Historical fiction', 'American fiction (fictional works by one author)', 'California, fiction', ""Children's fiction"", 'Voyages and travels, fiction', 'People with disabilities, fiction', 'Friendship, fiction', 'Fiction, general', 'West (u.s.), fiction', 'Large type books', 'American literature', 'Critique et interprétation', 'Littérature française', 'Étude et enseignement', 'Fiction, fantasy, general', 'Study guides', 'Examinations', 'Comic books, strips', 'Of mice and men (Steinbeck, John)', 'American fiction', 'Roman américain', 'Romans, nouvelles', 'Personnes ayant une déficience intellectuelle', 'Vie au ranch', 'Migrant labor', 'Drama', 'American drama (dramatic works by one author)', 'Fiction, psychological', 'collectionID:bannedbooks']",3.97,200
Divergent,Veronica Roth,"‘Divergent’ is the first in a trilogy of dystopian, YA novels by Veronica Roth. The book is written from Beatrice Prior’s (Tris), point of view and is written in short chapters making it easy to put down and pick up again.The story is fast paced with full on action throughout. It contains elements of humour and romance, alongside some seriously brutal scenes, especially during Tris’s initiation. There is also quite a few though provoking moments.This was one of the first YA novels that I read and I found myself hooked right through to the very last word.The scenes are described in detail giving you a clear picture and making it easy to visualise the on goings in your head.Tris can be a little moody at times and doubts herself too much, but this only adds to her good nature, fun, determined and strong personality which we see blossom throughoutThe ending wasn’t what I expected, thus my need to get the second book, ‘Insurgent’, straight away. I Needed to know what happened next.I surprisingly found myself enjoying Divergent much more than I first thought I would, and thus my love of YA novels began.Divergent was made into a movie back in 2014. If you have seen the film but not read the book then you are missing out on vital aspects of the plot and characters, that didn’t appear in the film. I enjoyed the film, just not as much as the book.Read more","['New York Times bestseller', 'nyt:paperback_books=2012-02-25', 'Families', 'Family', 'Juvenile fiction', 'Social classes', 'Courage', 'Fiction', 'Identity', 'Identity (Psychology)', 'Dystopias', ""Children's fiction"", 'Identity, fiction', 'Family, fiction', 'Courage, fiction', 'Science fiction', 'dystopian', 'young adult', 'dystopian fiction', 'sci-fi', 'YA', 'dystopian YA', 'bestseller', 'future', 'Family life', 'Identity (Philosophical concept)', 'YOUNG ADULT FICTION', 'Romance', 'Individuality', 'Social Themes', 'Values & Virtues', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Large type books', 'Valentía', 'Spanish language materials', 'Familia', 'Ficción', 'Clases sociales', 'Identidad (Psicología)']",4.00,138
The Hitchhiker's Guide to the Galaxy,Douglas Adams,"The Hitchhiker's Guide to the Galaxy is the first of six books in the Hitchhiker's Guide to the Galaxy comedy science fiction ""hexalogy"" by Douglas Adams. The novel is an adaptation of the first four parts of Adams's radio series of the same name. The novel was first published in London on 12 October 1979. It sold 250,000 copies in the first three months.The namesake of the novel is The Hitchhiker's Guide to the Galaxy, a fictional guide book for hitchhikers (inspired by the Hitch-hiker's Guide to Europe) written in the form of an encyclopaedia.   Also contained in:The Hitch Hiker's Guide to the Galaxy: A Trilogy in Four PartsThe More than Complete Hitchhiker's GuideUltimate Hitchhiker's Guide to the GalaxyRead more","['comic science fiction', 'Vogons', 'Humorous fiction', 'Imaginary voyages', 'wit and humour', 'Science Fiction', 'Interstellar travel', 'Fiction', 'Interplanetary voyages', 'Open Library Staff Picks', 'Life on other planets', 'Ford Prefect (Fictitious character)', 'Arthur Dent (Fictitious character)', 'Humorous stories', 'Viajes interplanetarios', 'Ficción', 'Language readers', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Radio plays', 'English literature', 'Fiction, science fiction, general', 'Fiction, humorous', 'Dent, arthur (fictitious character), fiction', 'Prefect, ford (fictitious character), fiction', 'Fiction, science fiction, action & adventure', 'Christian life', 'Indians of North America', 'Science-fiction', 'Fiction, humorous, general', 'New age movement', 'Fiction, action & adventure', 'English language']",4.54,110
The Kite Runner,Khaled Hosseini,"An epic tale of fathers and sons, of friendship and betrayal, that takes us on a journey in Afghanistan from the time of the monarch's overthrow to the tyranny of the Taliban.   --back coverRead more","['New York Times bestseller', 'nyt:trade_fiction_paperback=2008-10-26', 'In library', 'Male friendship', 'Betrayal', 'Fiction', 'Social classes', 'Boys', 'nyt:trade_fiction_paperback=2009-09-26', 'Bacha bazi', 'Soviet-Afghan war', 'Mullahs', 'sadistic personality disorder', 'brass knuckles', 'fighter kites', 'Pashtuns', 'Hazaras', 'literary fiction', 'Teenage boys', 'Bildungsromans', 'Competitions', 'Kites', 'Literature', 'Open Library Staff Picks', 'open_syllabus_project', 'Amistad entre hombres', 'Social conditions', 'Ficción', 'Clases sociales', 'Parent and child', 'Interpersonal relations', 'Historical fiction', 'Friendship', 'Fiction, coming of age', 'Afghanistan, fiction', 'Friendship, fiction', 'Autographed books', 'Social Class', 'Fictional Works [Publication Type]', 'Large type books', 'Afghanistan-Konflikt', 'Modern & contemporary fiction (post c 1945)', 'Freundschaft', 'Soziale Ungleichheit', 'General', 'Junge', 'Arabic fiction', 'Romans, nouvelles', 'Amitié masculine', 'Afghans', 'Histoire', 'Littérature américaine', 'Afghanistan', 'Talibans', 'Novelas afganas', 'Novela', 'Traición', 'Muchachos', 'Social classes&#x200B;', 'American fiction', 'collectionID:TexChallenge2021', 'Drama', 'Classes sociales', 'Trahison (Morale)', 'Garçons', 'Comics & graphic novels, general']",4.10,89
The Diary of a Young Girl,Anne Frank,Het Achterhuis is de titel van het dagboek van Anne Frank (1929-1945) voor het eerst uitgegeven op 25 juni 1947. Het is genoemd naar het onderduikpand Het Achterhuis op de Prinsengracht en is het verhaal van een ondergedoken jong Joods meisje ten tijde van de Tweede Wereldoorlog. Het is wereldwijd een van de meest gelezen boeken. Sinds 2009 staat Annes dagboek op de Werelderfgoedlijst voor documenten van UNESCO.   Also contained in:Works of Anne FrankRead more,"['autobiographies', 'ethnic relations', 'Dutch literature', 'Jews-Netherlands', 'German occupation', 'Library Staff Picks', 'Race relations', 'Jews', 'Diaries', 'Jewish Personal narratives', 'Holocaust', 'Jewish girls', 'open_syllabus_project', 'World War, 1939-1945', 'Persecutions', 'Holocaust, Jewish (1939-1945)', 'Juvenile literature', 'Personal narratives', 'Biography', 'History', 'Dagböcker', 'Personliga berättelser', 'Förintelsen', 'Holocaust, 1939-1945', 'Judenvernichtung', 'Jewish holocaust (1933-1945)', 'Genocide', 'Historia', 'Guerra Mundial II, 1939-1945', 'Judíos', 'Jewis personal narratives', 'Holocaust, Jewish (1939-1945) fast (OCoLC)fst00958866', 'Holocaust, jewish (1939-1945), personal narratives', 'Jews, europe', 'Jews, persecutions', 'Frank, anne, 1929-1945', 'World war, 1939-1945, personal narratives', 'Frank, anne, 1929-1945, juvenile literature', 'World war, 1939-1945, jews', 'World war, 1939-1945, juvenile literature', 'Netherlands, history', 'Netherlands, juvenile literature', 'Jews, netherlands', 'Large type books', 'Books and reading', 'Reading (Elementary)', 'Language arts (Elementary)', 'Children', 'World war, 1939-1945, personal narratives, jewish', 'World war, 1939-1945, netherlands', 'Ri ji ti xiao shuo', 'Suo xie ben', 'JUVENILE NONFICTION', 'Biography & Autobiography', 'Science & Technology', 'People & Places', 'German language books', 'Korean language materials', 'Bilingual', 'World War 1939-45', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Spanish language materials', 'Women, biography, juvenile literature', 'Women, biography', 'Ethnic relations']",4.15,92
The Color Purple,Alice Walker,"The Color Purple is a 1982 epistolary novel by American author Alice Walker which won the 1983 Pulitzer Prize for Fiction and the National Book Award for Fiction.The novel has been the frequent target of censors and appears on the American Library Association list of the 100 Most Frequently Challenged Books of 2000–2009 at number seventeenth because of the sometimes explicit content, particularly in terms of violence. In 2003, the book was listed on the BBC's The Big Read poll of the UK's ""best-loved novels.""   Also contained in:The Third Life of Grange Copeland / Meridian / The Color PurpleRead more","['Fiction & Literature', 'Blacks', 'social life and customs', 'songs and music', 'Lesbian fiction', 'Epistolary fiction', 'Fiction', 'African American women', 'Sisters', 'Adult child sexual abuse victims', 'Abused wives', 'Domestic fiction', 'National Book Award Winner', 'award:national_book_award=1983', 'award:national_book_award=fiction', 'American fiction', 'African American authors', 'Social conditions', 'open_syllabus_project', 'Long Now Manual for Civilization', 'Language readers', 'Books that Shaped Work in America', 'Fictional Works Publication Type', 'African Continental Ancestry Group', 'Romans', 'Noires américaines', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', '1000blackgirlbooks', 'American fiction (fictional works by one author)', 'Southern states, fiction', 'Sisters, fiction', 'African americans, fiction', 'Fiction, family life', 'Fiction, general', 'Fiction, african american, general', 'Large type books', 'Noires', 'Romans, nouvelles', 'Historical fiction', 'LGBTQ novels', 'Fiction, african american & black, general', 'New York Times reviewed', 'Fiction, family life, general', 'Vrouwenemancipatie', 'Racisme', 'Romans en novellen ; vertaald', 'American literature', 'Translations into Spanish', 'Spanish fiction', 'Spanish imprints', 'Roman espagnol', 'Imprimés espagnols', 'Lesbians', 'Friendship']",4.16,64
Olimpos Kahramanlari - Kayip Kahra,Rick Riordan,"Jason has a problem. He doesn’t remember anything before waking up on a school bus holding hands with a girl.  Apparently, she’s his girlfriend Piper, his best friend is a kid named Leo, and they’re all students in the Wilderness School, a boarding school for “bad kids.”  What he did to end up here, Jason has no idea—except that everything seems very wrong.Piper has a secret.  Her father has been missing for three days, and her vivid nightmares reveal that he’s in terrible danger.  Now, her boyfriend doesn’t recognize her, and when a freak storm and strange creatures attack during a school field trip, she, Jason, and Leo are whisked away to someplace called Camp Half-Blood.  What is going on?Leo has a way with tools.  His new cabin at Camp Half-Blood is filled with them.  Seriously, the place beats the Wilderness School hands down, with its weapons, training, monsters, and fine-looking girls.  What’s troubling is the ""curse"" everyone keeps talking about, and that a camper’s gone missing.  Weirdest of all, his bunkmates insist they are all—including Leo—related to a god.Read more","['nyt:chapter_books=2010-11-06', 'New York Times bestseller', 'percy jackson (fictional character)', 'fantasy', 'adventure', 'kids', 'teens', 'children', 'Hera (Greek deity)', 'Greek Mythology', 'Juvenile fiction', 'Fiction', 'Gaia (Greek deity)', 'Camps', 'Monsters', 'Reading Level-Grade 5', 'Reading Level-Grade 4', 'Reading Level-Grade 7', 'Reading Level-Grade 6', 'Reading Level-Grade 8', ""Children's fiction"", 'Fantasy fiction', 'Gods, fiction', 'Camps, fiction', 'Monsters, fiction', 'Leo Valdez', 'Jason', 'Lost', 'Jason Grace', 'Percy Jackson', 'Hero', 'Perseus', 'Leo', 'Percy', 'The Heroes of Olympus', 'Rick Riordan', 'Piper Mclean', 'Mythology', 'The', 'nyt:paperback-books=2012-04-22', 'Giants', 'Roman Mythology', 'Amnesiacs', 'Large type books', 'Action & Adventure', 'Young adult fiction', 'Olympians', 'Literatura estadounidense', 'Novela estadounidense', 'Siglo XIX', 'Ciencia ficción - Literatura', 'Mitología griega', 'Spanish language materials', 'Ficción juvenil', 'Monstruos', 'Campamentos']",4.54,104
"Il leone, la strega e l'armadio",C. S. Lewis,"Four adventurous siblings—Peter, Susan, Edmund, and Lucy Pevensie—step through a wardrobe door and into the land of Narnia, a land frozen in eternal winter and enslaved by the power of the White Witch. But when almost all hope is lost, the return of the Great Lion, Aslan, signals a great change . . . and a great sacrifice.Journey into the land beyond the wardrobe! The Lion, the Witch and the Wardrobe is the second book in C. S. Lewis's classic fantasy series, which has been captivating readers of all ages for over sixty years. This is a stand-alone novel, but if you would like journey back to Narnia, read The Horse and His Boy, the third book in The Chronicles of Narnia.   (source)   Also contained in:Chronicles of NarniaTales of NarniaRead more","['the Blitz', 'fauns', 'Turkish Delight', 'lions', ""English Children's stories"", 'Fantasy & Magic', 'Action & Adventure', 'Classics', 'juvenile works', 'English Fantasy fiction', 'Witches', 'Winter', 'Science Fiction & Fantasy', 'English Christian fiction', 'Spanish language materials', 'Fiction', 'Good and evil', 'Leones', 'christianity', 'Open Library Staff Picks', 'Brujas', 'Magic', 'Translations from English', ""Children's stories, English"", 'Ficción juvenil', 'Novela fantástica', 'open_syllabus_project', 'siblings', 'Fantasy fiction', 'Juvenile fiction', 'Bien y mal', 'Fantasy', 'Fairy tales', 'Lion', 'JUVENILE FICTION / Fantasy & Magic', 'Narnia (Imaginary place)', 'JUVENILE FICTION / Classics', 'Children', 'Animals', 'Aslan the Lion (Fictitious character)', 'JUVENILE FICTION / Action & Adventure', 'Friendship', 'Narnia (Lugar imaginario)', 'Narnia (imaginary place), fiction', ""Children's fiction"", 'Large type books', ""Children's literature, study and teaching"", 'British and irish fiction (fictional works by one author)', 'Adventure and adventurers, fiction', 'Child and youth fiction', 'Lion, fiction', 'Witches, fiction', 'Short stories', 'Literature and fiction, fantasy', 'Fiction, fantasy, general', 'Fiction, action & adventure', 'Pictorial works', 'Fiction, thrillers, general']",4.16,93
American Psycho,Bret Easton Ellis,"Patrick Bateman is twenty-six and works on Wall Street; he is handsome, sophisticated, charming and intelligent. He is also a psychopath. American Psycho is a bleak, bitter, black comedy about a world we all recognize but do not wish to face and it takes us on a head-on collision with America's greatest dream — and its worst nightmare,   --back coverRead more","['Gothic & Horror', 'Literary Fiction', 'capitalism', 'postmodernism', 'id', 'schizophrenia', 'consumerism', 'stream of consciousness', 'cocaine', 'pop music', 'unreliable narrators', 'vanity', 'sadism', 'rape', 'torture', 'mutilation', 'cannibalism', 'SWAT teams', 'necrophilia', 'investment bankers', 'psychological fiction', 'horror tales', 'Fiction', 'Rapists', 'Serial murderers in fiction', 'Women in fiction', 'Crimes against Women', 'Rapists in fiction', 'Novela estadounidense', 'Serial murderers', 'Psychopaths', 'Cuentos de terror', 'Psychopaths in fiction', 'Women', 'Crimes against', 'Violence', 'Serial murders', 'Fiction, psychological', 'Bateman, pat (fictitious character), fiction', 'New york (n.y.), fiction', 'Samfundssatire', 'Sex', 'Vold', 'Psykologisk thriller', 'Yuppier']",3.82,57
We Were Liars,E. Lockhart,"A beautiful and distinguished family. A private island. A brilliant, damaged girl; a passionate, political boy. A group of four friends -- the Liars -- whose friendship turns destructive. A revolution. An accident. A secret. Lies upon lies. True love. The truth. Spending the summers on her family's private island off the coast of Massachusetts with her cousins and a special boy named Gat, teenaged Cadence struggles to remember what happened during her fifteenth summer. We Were Liars is a modern, sophisticated suspense novel from New York Times bestselling author, National Book Award finalist, and Printz Award honoree E. Lockhart. Read it. And if anyone asks you how it ends, just LIE. - Publisher.Read more","['Love', 'Wealth', 'Juvenile fiction', 'Fiction', 'Amnesia', 'Islands', 'Families', 'Friendship', 'Massachusetts', 'YOUNG ADULT FICTION', 'Teenage girls', 'Cousins', 'Truthfulness and falsehood', 'Emotions & Feelings', 'Family', 'Social Themes', 'Secrecy', 'Amerikanisches Englisch', 'Death & Dying', ""Children's fiction"", 'Friendship, fiction', 'Love, fiction', 'Family, fiction', 'Massachusetts, fiction', 'Amnesia, fiction', 'nyt:young-adult=2014-06-01', 'New York Times bestseller', 'New York Times reviewed', 'Young adult fiction']",4.10,40
The Maze Runner,James Dashner,Sixteen-year-old Thomas wakes up with no memory in the middle of a maze and realizes he must work with the community in which he finds himself if he is to escape.Read more,"['Fiction', 'Science fiction', 'Amnesia', 'Cooperativeness', 'Labyrinths', 'Juvenile Fiction', ""Children's fiction"", 'Amnesia, fiction', 'Mazes', 'Escapes', 'Dystopian', 'Young Adult Fiction', 'Social Themes', 'Visionary & Metaphysical', 'Boys & Men', 'Dystopias', 'Friendship', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'nyt:paperback-books=2010-09-12', 'New York Times bestseller', 'Amnesiacs', 'Maze puzzles', 'Cooperation', 'Memory', 'Survival']",4.18,97
Ender's game,Orson Scott Card,"Ender's Game is a 1985 military science fiction novel by American author Orson Scott Card. Set at an unspecified date in Earth's future, the novel presents an imperiled humankind after two conflicts with the Formics, an insectoid alien species they dub the ""buggers"". In preparation for an anticipated third invasion, children, including the novel's protagonist, Andrew ""Ender"" Wiggin, are trained from a very young age by putting them through increasingly difficult games, including some in zero gravity, where Ender's tactical genius is revealed.The book originated as a short story of the same name, published in the August 1977 issue of Analog Science Fiction and Fact. The novel was published on January 15, 1985. Later, by elaborating on characters and plotlines depicted in the novel, Card was able to write additional books in the Ender's Game series. Card also released an updated version of Ender's Game in 1991, changing some political facts to reflect the times more accurately (e.g., to include the recent collapse of the Soviet Union and the end of the Cold War). The novel has been translated into 34 languages.Reception of the book has been mostly positive. It has become suggested reading for many military organizations, including the United States Marine Corps. Ender's Game was recognized as ""best novel"" by the 1985 Nebula Award[3] and the 1986 Hugo Award[4] in the genres of science fiction and fantasy. Its four sequels—Speaker for the Dead (1986), Xenocide (1991), Children of the Mind (1996), and Ender in Exile (2008)—follow Ender's subsequent travels to many different worlds in the galaxy. In addition, the later novella A War of Gifts (2007) and novel Ender's Shadow (1999), plus other novels in the Shadow saga, take place during the same time period as the original.Contained in:Ender's War   See also:Ender's Game: 1/2Read more","['military education', 'end of the world', 'prize:nebula', 'hegemony', 'space warfare', 'child soldiers', 'The Ender Quintet', 'science fiction', 'automation', 'data processing', 'aliens', 'Military art and science', 'Hermanos', 'Maniobras de guerra', 'Brothers and sisters', 'nyt:mass_market_paperback=2011-07-30', 'Open Library Staff Picks', 'Genetic engineering', 'Fiction', 'Hugo Award Winner', 'award:hugo_award=novel', 'Ficción', 'Ciencia-ficción', 'award:hugo_award=1986', 'War games', 'New York Times bestseller', 'Long Now Manual for Civilization', 'American Science fiction', ""Children's stories, American"", 'Artificial intelligence', 'Ender Wiggin (Fictitious character)', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Wiggin, ender (fictitious character), fiction', 'Battle school (imaginary place), fiction', 'Fiction, science fiction, hard science fiction', 'Brothers and sisters, fiction', 'Science-Fiction-Literatur', 'Krieg', 'Amerikanisches Englisch', 'Außerirdische Intelligenz', 'award:nebula_award=novel', 'Peter Wiggin (Fictitious character)', 'Siblings, fiction']",4.32,309
The Invisible Man,H. G. Wells,"This book is the story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows.Read more","['Ciencia-ficción', 'Classic Literature', 'Fiction', 'Mentally ill', 'Science Fiction & Fantasy', 'Science fiction', 'Scientists', 'English Science fiction', 'Experiments', 'Adaptations', 'Time travel', 'British and irish fiction (fictional works by one author)', 'England, fiction', 'Scientists, fiction', ""Children's fiction"", 'Mystery and detective stories', 'Literature and fiction, science fiction', 'Fiction, science fiction, general', 'English literature', 'English fiction, history and criticism, 20th century', 'Wells, h. g. (herbert george), 1866-1946', 'FICTION / Classics', 'FICTION / Science Fiction / General', 'FICTION / Horror', 'Juvenile fiction', 'Science', 'Roman pour la jeunesse', 'Comic and Graphic Books', 'Cartoons and comics', 'Comic books, strips', 'Animal experimentation', 'English language', 'French', 'Korean', 'German', 'Fiction, general', 'Fiction, historical, general', 'Elementary education of adults', 'Reading, remedial teaching', 'Spanish language', 'Readers', 'Horror tales', 'Psychological fiction']",3.84,74
I Fell in Love with Hope,Lancali,"Against the unforgiving landscape of a hospital, I fell in love with a mischievous, sun-eyed boy who became my only joy in that desolate place. That’s what made it all the more soul-crushing when he committed suicide in front of me.Since then, I've sworn never to love anyone again. With three exceptions: My friends, Sony, Neo, and Coeur, a little gang of rebellious, dying kids. Sony leads the charge with the air of freedom and only one lung to breathe it. Neo, a bad-tempered and wheel-chaired writer, keeps track of our great deeds from stealing to terrorizing our nurse. Coeur is the beautiful boy, the muscle, the gentle giant with a failing heart.Before death inevitably knocks down our doors, my thieves and I have one last heist planned. A great escape that will take us far from abusive parents, crippling loss, and the realities of our diseases. So what happens when someone else walks through the door? What happens when a girl joins our party and renders me speechless with her mischievous smile? What happens when she has suns in her eyes, and as terrified as I am to lose again, I start to fall?Trigger warnings found in forewordRead more","['Fiction, general', 'Fiction, lgbtq+, gay']",4.47,19
Can't Hurt Me,David Goggins,                  This edition doesn't have a description yet. Can you add one?              ,"['nyt:advice-how-to-and-miscellaneous=2019-01-13', 'New York Times bestseller', 'United states, navy, seals', 'United states, navy, biography', 'United states, air force', 'Triathlon', 'Athletes, biography', 'Endurance sports', 'Motivation (psychology)', 'Self-realization', 'Marathon running']",4.43,28
Ikigai,Héctor García,"""Bring meaning and joy to all your days with this internationally bestselling guide to the Japanese concept of ikigai -- the happiness of always being busy -- as revealed by the daily habits of the world's longest-living people."" -- From Amazon.com summary.Read more","['Ikigai', 'Longevity', 'Happiness', 'Quality of life', 'Japan, social conditions', 'Self-actualization (psychology)', 'Japan, social life and customs', 'Large type books']",3.96,24
A Court of Thorns and Roses,Sarah J. Maas,"When nineteen-year-old huntress Feyre kills a wolf in the woods, a terrifying creature arrives to demand retribution. Dragged to a treacherous magical land she knows about only from legends, Feyre discovers that her captor is not truly a beast, but one of the lethal, immortal faeries who once ruled her world.At least, he's not a beast all the time.As she adapts to her new home, her feelings for the faerie, Tamlin, transform from icy hostility into a fiery passion that burns through every lie she's been told about the beautiful, dangerous world of the Fae. But something is not right in the faerie lands. An ancient, wicked shadow is growing, and Feyre must find a way to stop it, or doom Tamlin-and his world-forever.Read more","['Fantasy', 'Love', 'Blessing and cursing', 'Fairies', ""Children's audiobooks"", 'Fiction', 'Juvenile fiction', 'Love stories', ""Children's fiction"", 'Love, fiction', 'Fantasy fiction', 'Fairies, fiction', 'nyt:young-adult=2015-05-24', 'New York Times bestseller', 'nyt:young-adult-paperback=2016-05-22', 'collectionID:EanesChallenge', 'collectionID:AlpineChallenge', 'collectionID:ConroeChallenge', 'Magic', 'Man-woman relationships', 'Älvor', 'Kärlek', 'Young adult fiction', 'Teen fiction', 'Juvenile works', 'Young adult works', 'Magi', 'series:A_Court_of_Thorns_and_Roses']",3.84,57
"It Ends with Us, It Starts with Us",Colleen Hoover,                  This edition doesn't have a description yet. Can you add one?              ,[],3.64,36
Confess,Colleen Hoover,"At age twenty-one, Auburn Reed has already lost everything important to her. In her fight to rebuild her shattered life, she has her goals in sight and there is no room for mistakes. But when she walks into a Dallas art studio in search of a job, she doesn't expect to find a deep attraction to the enigmatic artist who works there, Owen Gentry.  For once, Auburn takes a chance and puts her heart in control, only to discover that Owen is keeping a major secret from coming out. The magnitude of his past threatens to destroy everything important to Auburn, and the only way to get her life back on track is to cut Owen out of it. To save their relationship, all Owen needs to do is confess. But in this case, the confession could be much more destructive than the actual sin.Read more","['Man-woman relationships', ""Artists' studios"", 'Artists', 'Secrets', 'Confession', 'Fiction', 'Fiction, romance, contemporary', 'New York Times bestseller', ""Ateliers d'artiste"", 'Romans, nouvelles', 'Relations entre hommes et femmes', 'Artistes', 'Man-woman relationship', 'Secrecy']",4.22,55
A Little Life,Hanya Yanagihara,"A Little Life is a 2015 novel by American novelist Hanya Yanagihara. The novel was written over the course of eighteen months. Despite the length and difficult subject matter, it became a bestseller.Read more","['LGBTQ novels', 'Coming of Age', 'Literary', 'Sagas', 'Families', 'Fiction', 'Amerikanisches Englisch', 'child abuse', 'sexual abuse', 'Dysfunctional families', 'Memory', 'FICTION / Coming of Age', 'FICTION / Sagas', 'Male friendship', 'FICTION / Literary', 'Memoria', 'Familias', 'Amistad', 'Ficción', 'Friendship', 'Social life and customs', 'Fiction, family life', 'Fiction, coming of age', 'New york (n.y.), fiction', 'American literature', 'nyt:trade-fiction-paperback=2016-02-14', 'New York Times bestseller', 'New York Times reviewed', 'Domestic fiction', 'Fiction, family life, general', 'Gay men', 'Familles', 'Romans, nouvelles', 'Homosexuels masculins', '18.06 Anglo-American literature']",4.05,43
The BFG,Roald Dahl,"This book is a great book for all ages. It is a fantasy/adventure book.The BFG stands for 'Big Friendly Giant'. He isn't like other giants, instead of going out to different countries to eat children he catches dreams. When he find's a little orphan girl watching him, he kidnaps her because he doesn't want anyone to find out that he was there, but when they arrive at giant's land they become friends and set off into the world to save all the children from the hungry giants.Read more","['Open Library Staff Picks', 'Roald Dahl', 'Tweens', 'Teens', 'Teenagers', 'YA', 'Young adult', 'Juvenile', 'Fiction', 'Fantasy', 'Make-believe', 'Literature', 'Chapters', 'Chapter Book', 'Books', 'Story', 'Stories', 'Humor', 'Funny', 'Adventure', 'Friendly', 'Giants', 'Orphans', 'Kidnapping', 'Dreamcatcher', ""Children's fiction"", 'Giants, fiction', 'Orphans, fiction', 'Humorous stories', 'Juvenile works', ""Children's stories"", 'Juvenile fiction', 'Magie', 'Humour', 'Friendship', 'Rescues', 'Translations into Chinese', 'Tong hua', 'Tales', 'Literature and fiction, juvenile', 'Reuzen', 'Jeugdboeken ; verhalen', ""Children's stories, English"", 'nyt:childrens-middle-grade-paperback=2016-06-26', 'New York Times bestseller', 'Gigante', 'Novela juvenil', 'Huéfanos', 'Bien y mal', 'Fantasy & Magic', 'Spanish language materials', 'Child and youth fiction', 'Juvenile drama', ""Children's plays, English"", 'Large type books']",4.20,110
The Outsiders,S. E. Hinton,"According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back. Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his world to crumble and teaching him that pain feels the same whether a soc or a greaser.   (source)Read more","['juvenile works', 'violence', 'fiction classics', 'Fiction', 'Gangs', 'Family life', 'Family', 'Juvenile fiction', 'Brothers', 'Fiction in English', 'Young adult fiction', 'open_syllabus_project', 'Orphans', 'Spanish language', 'Readers', 'Families', 'Reading Level-Grade 7', 'Reading Level-Grade 9', 'Reading Level-Grade 8', 'Reading Level-Grade 11', 'Reading Level-Grade 10', 'Reading Level-Grade 12', 'Friendship', 'Superheroes', ""Children's fiction"", 'Family life, fiction', 'Gangs, fiction', 'Boys, fiction', 'Alienation (Social psychology)', 'Teenagers', 'Large type books', 'Bullying', 'Determination (Personality trait)', 'Individuality', 'Familles', 'Romans, nouvelles, etc. pour la jeunesse', 'Frères', 'Intimidation', 'Détermination (Trait de personnalité)', 'Individualité', 'Family, fiction', 'Orphans, fiction', 'Bullying, fiction']",4.36,80
